Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
Sleeper,7.3,31718,89,"$2,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O Palha?o,7.3,3169,88,,,Brazil,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Temporada de patos,7.3,3163,90,,,Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas and Alexandra,7.3,3158,183,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
North Country,7.3,31398,126,"$35,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mistaken for Strangers,7.3,3139,,,,USA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuk-dae-so-nyeon,7.3,3125,122,,"$46,282,588 (worldwide)",South Korea,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Buck Privates,7.3,3121,84,"$180,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Fast, Cheap & Out of Control",7.3,3116,80,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiao ao jiang hu: dong fang bu bai,7.3,3093,99,,,Hong Kong,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Transformers: The Movie,7.3,30912,84,,,USA,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Aanrijding in Moscou,7.3,3046,102,,,Belgium,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sweet Land,7.3,3013,110,"$1,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Gojira, Mosura, Kingu Gidor?: Daikaij? s?k?geki",7.3,3005,89,,,Japan,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Born to Kill,7.3,3002,92,,,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
The Red Badge of Courage,7.3,2991,69,"$1,640,000","$1,080,000 (worldwide) (1951)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
King Kong,7.3,298961,201,"$207,000,000","$550,517,357 (Worldwide) (27 April 2008)",New Zealand,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Ambassador,7.3,2988,,,,Denmark,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Off the Map,7.3,2965,108,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kur?zu zero II,7.3,2964,133,,,Japan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Family,7.3,2952,128,"$5,500,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Holland's Opus,7.3,29155,143,"$6,500,000","$106,269,971 (worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Follow the Fleet,7.3,2908,110,"$747,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Believer,7.3,29062,102,"$1,500,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Home Room,7.3,2892,,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Momo e no tegami,7.3,2892,120,,,Japan,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Heidi,7.3,2891,88,,,USA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Images,7.3,2861,101,"$807,000",,UK,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
The Whole Wide World,7.3,2857,111,"$1,300,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Terminal,7.3,283125,128,"$60,000,000","$218,686,156 (Worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neko no ongaeshi,7.3,28233,75,,,Japan,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Kosmos,7.3,2807,122,,,Turkey,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,7.3,280533,84,"$18,000,000","$261,572,744 (Worldwide) (1 February 2009)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Sniper,7.3,278071,133,"$58,800,000","$547,326,372 (worldwide)",USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Night Train to Munich,7.3,2779,,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Soul Kitchen,7.3,27724,99,,,Germany,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dead Ringers,7.3,27716,116,"$13,000,000",,Canada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ride Lonesome,7.3,2762,73,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Pawn Sacrifice,7.3,2752,115,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dumb & Dumber,7.3,273995,107,"$16,000,000","$247,275,374 (worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Seasons,7.3,2734,113,,,Vietnam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Luna Papa,7.3,2727,107,,,Germany,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cr?nica de una fuga,7.3,2724,103,,,Argentina,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prova d'orchestra,7.3,2723,70,,,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kummeli kultakuume,7.3,2717,96,,,Finland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sundowners,7.3,2712,133,,,UK,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
That Hamilton Woman,7.3,2708,128,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Suchwiin bulmyeong,7.3,2702,117,,,South Korea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mountains of the Moon,7.3,2699,136,,,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Ilo Ilo,7.3,2697,99,,,Singapore,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Face/Off,7.3,269637,138,"$80,000,000","$245,676,146 (Worldwide) (1997)",USA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
American Hardcore,7.3,2693,100,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Den b?sta sommaren,7.3,2685,91,,,Sweden,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Cetvrti covek,7.3,2680,107,,,Serbia,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Sydney,7.3,26726,102,"$3,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fast Five,7.3,266619,132,"$125,000,000","$626,137,675 (Worldwide) (11 August 2011)",USA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sun lung moon hak chan,7.3,2665,88,,,Hong Kong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet and Lowdown,7.3,26645,95,"$29,750,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Boomerang!,7.3,2660,88,"$1,140,000",,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Secret Garden,7.3,26541,101,,,USA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
A Walk in the Sun,7.3,2647,117,"$800,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
S?len?,7.3,2635,,,,Czech Republic,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Beautiful Boxer,7.3,2627,,,,Thailand,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Reckless Moment,7.3,2625,82,"$882,653",,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Love Me or Leave Me,7.3,2609,122,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ten Minutes Older: The Trumpet,7.3,2605,,,,Spain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dope,7.3,26020,103,"$700,000",,USA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gupt: The Hidden Truth,7.3,2599,173,,,India,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Bernie,7.3,2597,87,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Im Labyrinth des Schweigens,7.3,2597,124,,,Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
That Sugar Film,7.3,2590,90,,,Australia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Talaash,7.3,25879,140,"$7,395,080","$170,000,000 (worldwide) (10 October 2013)",India,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Fantasia/2000,7.3,25876,,"$80,000,000","$90,874,570 (Worldwide)",USA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Gambler,7.3,2581,111,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Experiment in Terror,7.3,2578,123,,,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Summer Stock,7.3,2561,108,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Les enfants terribles,7.3,2553,105,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tadas Blinda. Pradzia,7.3,2552,106,,,Lithuania,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36 Hours,7.3,2549,115,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Going to Pieces: The Rise and Fall of the Slasher Film,7.3,2547,,,,USA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Cum mi-am petrecut sfarsitul lumii,7.3,2542,,,,Romania,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Wake Up Screaming,7.3,2538,82,,,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
Antwone Fisher,7.3,25372,120,"$12,500,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mean Creek,7.3,25371,90,"$500,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tillie's Punctured Romance,7.3,2525,82,"$50,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942: A Love Story,7.3,2513,,,,India,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Il mercenario,7.3,2509,,,,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aberdeen,7.3,2509,,"$6,500,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Flight,7.3,249963,138,"$31,000,000","$161,772,375 (Worldwide) (14 February 2013)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Emil i L?nneberga,7.3,2488,95,,,Sweden,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Loved One,7.3,2487,122,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleach: Memories of Nobody,7.3,2487,87,,,Japan,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Private Life of Henry VIII.,7.3,2474,,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joheunnom nabbeunnom isanghannom,7.3,24735,136,"$10,000,000",,South Korea,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De aanslag,7.3,2465,,,,Netherlands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The Long Walk Home,7.3,2462,97,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Boys,7.3,2458,172,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La dictadura perfecta,7.3,2457,143,,,Mexico,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wolf,7.3,2447,122,,,Netherlands,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Road to Rio,7.3,2441,100,,,USA,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Tsotsi,7.3,24352,,"$3,000,000",,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Woman in Gold,7.3,24308,109,"$11,000,000","$44,489,464 (Worldwide) (18 June 2015)",UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Browning Version,7.3,2429,97,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Story of Luke,7.3,2428,96,"$2,500,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bugs Bunny/Road-Runner Movie,7.3,2420,98,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Great Lie,7.3,2402,108,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Sheik,7.3,2395,86,,,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Deddo ribusu,7.3,2390,,,,Japan,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Oktapodi,7.3,2376,,,,France,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Furious Seven,7.3,237510,140,"$190,000,000","$1,514,827,481 (Worldwide)",China,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kwa-sok-seu-kaen-deul,7.3,2374,108,,,South Korea,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Seven Year Itch,7.3,23701,105,"$1,800,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tui shou,7.3,2363,105,"$400,000",,Taiwan,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Big Trail,7.3,2362,125,"$2,000,000",,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Rusalka,7.3,2360,115,"$1,700,000",,Russia,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Go West,7.3,2356,68,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Diaz - Don't Clean Up This Blood,7.3,2323,127,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rumble Fish,7.3,23191,94,"$10,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Turist,7.3,23083,120,,,Sweden,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
O Homem do Ano,7.3,2284,113,,,Brazil,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filmistaan,7.3,2284,117,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaurya: It Takes Courage to Make Right... Right,7.3,2279,149,,,India,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Another Year,7.3,22741,129,,"$19,722,766 (worldwide)",UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Le tableau,7.3,2269,,,,France,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hawaii,7.3,2264,102,,,Argentina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Manufactured Landscapes,7.3,2262,86,,,Canada,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iztochni piesi,7.3,2249,83,,,Bulgaria,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M?j?,7.3,2245,86,,,Japan,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Les mistons,7.3,2236,18,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Osobennosti natsionalnoy rybalki,7.3,2225,,,,Russia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It Should Happen to You,7.3,2221,86,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
You Were Never Lovelier,7.3,2215,97,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Ghost Breakers,7.3,2191,85,,,USA,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Dance of the Vampires,7.3,21909,108,"$2,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Mighty Wind,7.3,21872,91,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meng long guo jiang,7.3,21787,133,"$130,000","$1,157,316 (worldwide) (6 August 1975)",Hong Kong,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Star,7.3,2175,89,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Take the Money and Run,7.3,21724,85,"$1,500,000",,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three on a Match,7.3,2163,63,"$444,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Chihwaseon,7.3,2152,120,,,South Korea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chevalier,7.3,21431,13,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Eyes Wide Shut,7.3,213811,159,"$65,000,000","$162,091,208 (worldwide)",UK,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Whose Life Is It Anyway?,7.3,2125,119,"$13,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Changeling,7.3,21108,107,,,Canada,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gentlemen Prefer Blondes,7.3,21100,91,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Dr?mmen,7.3,2108,,,,Denmark,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Cure,7.3,2107,24,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ressources humaines,7.3,2106,100,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Being Cyrus,7.3,2101,90,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Max Manus,7.3,21003,118,,,Norway,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
No Highway,7.3,2097,99,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Petulia,7.3,2092,105,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Vivacious Lady,7.3,2090,90,"$703,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vanishing Point,7.3,20798,99,"$1,585,000",,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Murder in the First,7.3,20771,122,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
99,7.3,2067,135,,,India,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Decline of Western Civilization Part II: The Metal Years,7.3,2067,93,"$500,000",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le p?ril jeune,7.3,2065,101,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Some Mother's Son,7.3,2064,112,,,Ireland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Insaat,7.3,2061,,,,Turkey,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Yamadonga,7.3,2061,185,,,India,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Vernon, Florida",7.3,2060,55,,,USA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",7.3,2050,90,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99 Homes,7.3,2049,112,"$8,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Supermensch: The Legend of Shep Gordon,7.3,2042,85,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From Dusk Till Dawn,7.3,204089,108,"$19,000,000",,USA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Race for Your Life, Charlie Brown",7.3,2039,76,,,USA,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Barney's Version,7.3,20372,134,,"$15,167,284 (worldwide)",Canada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Poklosie,7.3,2037,107,,,Poland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Before Night Falls,7.3,20314,133,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Le diable probablement,7.3,2029,95,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
El Clan,7.3,2015,110,,,Argentina,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
One A.M.,7.3,2005,22,,,USA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Somewhere in Time,7.3,20033,103,"$5,100,000",,USA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
This Happy Breed,7.3,2000,,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Runaway Train,7.3,19947,111,"$9,000,000",,USA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cirkus Columbia,7.3,1994,113,,,Bosnia and Herzegovina,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
In the Bleak Midwinter,7.3,1993,99,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genevieve,7.3,1981,86,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Descendants,7.3,197753,115,"$20,000,000","$177,243,185 (Worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Champ,7.3,1964,86,,,USA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Strictly Ballroom,7.3,19550,94,,,Australia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ovosodo,7.3,1953,100,,,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Tarnished Angels,7.3,1952,91,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deception,7.3,1950,115,,,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Revolution OS,7.3,1943,85,,,USA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lady and the Reaper (La dama y la muerte),7.3,1941,8,,,Spain,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Cooley High,7.3,1940,107,"$750,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Alamar,7.3,1923,73,,,Mexico,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Coffee and Cigarettes,7.3,1917,6,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Peaceful Warrior,7.3,19099,,"$10,000,000",,Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gui lai,7.3,1908,109,,,China,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",7.3,1892,75,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pid? huivista kiinni, Tatjana",7.3,1890,62,,,Finland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The World of Stainboy,7.3,1888,5,,,USA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Cat and the Canary,7.3,1882,80,,,USA,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Ji zhan,7.3,1877,122,,,China,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Le grand voyage,7.3,1873,108,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Brave Little Toaster,7.3,18724,90,"$2,300,000",,USA,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Tian xia di yi quan,7.3,1871,,,,Hong Kong,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Jesus Christ Superstar,7.3,18689,108,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Le testament d'Orph?e, ou ne me demandez pas pourquoi!",7.3,1868,77,,,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milou en mai,7.3,1867,,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Waterboys,7.3,1858,91,,,Japan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madame Tutli-Putli,7.3,1857,17,,,Canada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
