Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
Foolish Wives,7.3,1854,117,"$1,100,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RocknRolla,7.3,184017,114,"$18,000,000","$25,739,015 (Worldwide) (12 August 2012)",UK,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Parang-juuibo,7.3,1834,,,,South Korea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Cabin in the Sky,7.3,1826,98,"$662,141",,USA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Spanish Prisoner,7.3,18241,110,"$10,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
La carri?re de Suzanne,7.3,1823,54,,,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Fountain,7.3,182062,96,"$35,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Secret Life of Bees,7.3,18188,,"$11,000,000","$39,947,322 (Worldwide) (27 May 2013)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Maguire,7.3,179871,139,"$50,000,000","$273,552,592 (worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sunshine,7.3,179709,107,,"$32,017,803 (Worldwide)",UK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Niwemang,7.3,1795,,,,Austria,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enemy of the State,7.3,179104,132,"$90,000,000","$250,649,836 (worldwide)",USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Khal Nayak,7.3,1791,190,,,India,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Van Gogh,7.3,1785,158,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Thing from Another World,7.3,17753,87,,,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Fasulye,7.3,1775,105,,,Turkey,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le carrosse d'or,7.3,1771,103,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Thattathin Marayathu,7.3,1769,,"$400,000",,India,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
In Name Only,7.3,1766,94,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Django,7.3,17649,92,,,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Al-massir,7.3,1763,135,,,France,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Ghost in the Shell Arise: Border 1 - Ghost Pain,7.3,1761,58,,,Japan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Manny,7.3,1759,88,,,USA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Place Beyond the Pines,7.3,175072,140,"$15,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Long Gray Line,7.3,1742,138,"$1,748,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lodger,7.3,1740,84,,,USA,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Doragon b?ru Z: Kami to kami,7.3,17380,85,,"$50,461,371 (worldwide) (12 September 2014)",Japan,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sulemani Keeda,7.3,1737,89,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shigatsu monogatari,7.3,1737,67,,,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Prince and the Pauper,7.3,1736,118,,,USA,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
A Child Is Waiting,7.3,1733,104,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Waga seishun ni kuinashi,7.3,1730,110,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
In the Realms of the Unreal,7.3,1729,81,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawless,7.3,171662,116,"$26,000,000","$53,676,580 (Worldwide) (29 November 2012)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monkey Kingdom,7.3,1711,81,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Thief,7.3,1709,,,,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rango,7.3,170494,107,"$135,000,000","$245,724,603 (Worldwide)",USA,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Postia pappi Jaakobille,7.3,1702,74,,,Finland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Katzelmacher,7.3,1700,88,,,West Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Strange Frame: Love & Sax,7.3,1699,,"$1,230,000",,USA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Hurricane,7.3,1685,110,"$2,000,000",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Titus,7.3,16843,162,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Helium,7.3,1684,23,,,Denmark,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Breakfast on Pluto,7.3,16823,128,,,Ireland,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La face cach?e de la lune,7.3,1681,105,,,Canada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maryan,7.3,1680,150,,"INR 650,000,000 (worldwide) (24 August 2013)",India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Trouble the Water,7.3,1679,90,"$900,000",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road,7.3,167635,111,"$25,000,000",,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Identity,7.3,167589,90,"$30,000,000","$90,259,536 (Worldwide)",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Birdy,7.3,16751,120,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mortelle randonn?e,7.3,1672,120,,,France,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Death and the Maiden,7.3,16666,103,"$12,000,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Romero,7.3,1666,102,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
The Stone Roses: Made of Stone,7.3,1666,97,,,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Narco Cultura,7.3,1662,103,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sib,7.3,1659,86,,,Iran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sheng xia guang nian,7.3,1655,105,,,Taiwan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Lincoln Lawyer,7.3,165318,118,"$40,000,000","$87,145,086 (Worldwide)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Mogari no mori,7.3,1652,97,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Angela's Ashes,7.3,16403,145,"$25,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Subarashiki nichiy?bi,7.3,1637,108,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Natural Born Killers,7.3,163521,118,"$34,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Organize Isler,7.3,16313,106,,,Turkey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Charlotte et V?ronique, ou Tous les gar?ons s'appellent Patrick",7.3,1622,21,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Man, taraneh, panzdah sal daram",7.3,1622,,,,Iran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Metoroporisu,7.3,16213,108,"$15,000,000",,Japan,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Coquette,7.3,1621,76,"$489,106",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Geon-chook-hak-gae-ron,7.3,1620,118,,,South Korea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Closer,7.3,161989,104,"$27,000,000","$115,505,027 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Le retour de Don Camillo,7.3,1616,115,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Games,7.3,16119,102,,,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kung Fu Panda 2,7.3,159825,91,"$150,000,000","$665,692,281 (Worldwide) (29 September 2011)",USA,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Megamind,7.3,159683,95,"$130,000,000","$321,885,765 (Worldwide) (24 February 2011)",USA,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Buda as sharm foru rikht,7.3,1595,,,,Iran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Express,7.3,15941,130,"$40,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neprijatelj,7.3,1593,108,,,Serbia,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
En la ciudad sin l?mites,7.3,1590,125,,,Spain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Too Late for Tears,7.3,1588,99,,,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
La cara oculta,7.3,15870,97,"$2,600,000",,Colombia,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Rich Hill,7.3,1577,91,,,USA,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Mickybo and Me,7.3,1576,,"$5,000,000",,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7:35 de la ma?ana,7.3,1575,9,,,Spain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Prima della rivoluzione,7.3,1575,115,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Tea and Sympathy,7.3,1566,122,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
? la folie... pas du tout,7.3,15622,92,,,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Bad News Bears,7.3,15596,102,,,USA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dellamorte Dellamore,7.3,15562,105,"$4,000,000",,Italy,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Prowler,7.3,1556,,,,USA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Wild Style,7.3,1554,82,,,USA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
City for Conquest,7.3,1552,104,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
State of Grace,7.3,15428,134,,,UK,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
The Mark of Zorro,7.3,1538,97,,,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Electric House,7.3,1536,,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bombshell,7.3,1533,96,"$344,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"That's Entertainment, Part II",7.3,1531,,,,USA,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Tito,7.3,1531,,,,Egypt,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Other F Word,7.3,1530,98,,,USA,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Anniversary,7.3,1526,95,"$1,450,000",,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Flash Gordon,7.3,1526,245,"$360,000",,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S?gisball,7.3,1523,123,,,Estonia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rur?ni Kenshin: Ishin shishi e no Requiem,7.3,1521,90,,,Japan,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Reach for the Sky,7.3,1516,135,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Cat and the Canary,7.3,1513,72,,,USA,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Tape,7.3,15106,86,"$100,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ma saison pr?f?r?e,7.3,1506,127,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cube,7.3,150093,90,,,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Die Marquise von O...,7.3,1500,,,,West Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Command Decision,7.3,1497,112,"$3,700,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Secret of the Sword,7.3,1495,100,,"$7,886,848 (Worldwide)",USA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Tokyo-Ga,7.3,1495,92,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Er ist wieder da,7.3,1492,116,,,Germany,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theodora Goes Wild,7.3,1491,94,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dior and I,7.3,1491,90,,,France,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Despre oameni si melci,7.3,1487,93,,,Romania,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'uomo in pi?,7.3,1486,100,,,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kisses,7.3,1482,72,,,Ireland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Capitaine Conan,7.3,1481,129,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Gokud? kuroshakai,7.3,1479,95,,,Japan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
De battre mon coeur s'est arr?t?,7.3,14786,,,,France,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Im toten Winkel - Hitlers Sekret?rin,7.3,1477,90,,,Austria,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Winnie the Pooh,7.3,14756,,"$30,000,000","$50,145,607 (Worldwide)",USA,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Gori vatra,7.3,1472,105,,,Bosnia and Herzegovina,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bank Job,7.3,147077,111,"$20,000,000",,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Huang tu di,7.3,1469,,,,China,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",7.3,1465,106,,,Australia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhankaar Beats,7.3,1465,,,,India,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Josh? sasori: Dai-41 zakkyo-b?,7.3,1460,90,,,Japan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Goodnight, Joseph Parker",7.3,1456,81,"$1,500,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eight Men Out,7.3,14513,119,"$6,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Wildest Dream,7.3,1449,94,,,USA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Revolutionary Road,7.3,144140,119,"$35,000,000","$75,225,693 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
99 francs,7.3,14401,100,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deli Deli K?peli,7.3,1438,87,,,Turkey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cockfighter,7.3,1432,83,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chocolat,7.3,143092,121,"$25,000,000","$152,699,946 (Worldwide)",UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Big,7.3,142850,130,"$18,000,000","$151,668,774 (worldwide)",USA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Shtikat Haarchion,7.3,1426,88,,,Germany,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Road House,7.3,1421,95,,,USA,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Howze Naghashi,7.3,1420,,,,Iran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kajmak i marmelada,7.3,1418,92,,,Slovenia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Night Must Fall,7.3,1412,116,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Pandora's Promise,7.3,1408,,"$1,000,000",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juarez,7.3,1405,132,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Qu?bec-Montr?al,7.3,1405,,,,Canada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Them!,7.3,14031,94,,,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Witch,7.3,1402,90,,,Canada,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yahsi Bati,7.3,14010,112,"$2,000,000","$13,565,059 (Worldwide)",Turkey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Judex,7.3,1401,98,,,France,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Two Family House,7.3,1399,108,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Chunhyangdyun,7.3,1399,120,,,South Korea,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
The Citadel,7.3,1397,110,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ronin,7.3,139559,122,"$55,000,000","$70,697,479 (worldwide)",UK,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Valhalla,7.3,1392,76,,,Denmark,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Marcelino pan y vino,7.3,1391,,,,Spain,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Housekeeping,7.3,1390,116,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Croods,7.3,138314,98,"$135,000,000","$587,204,668 (Worldwide)",USA,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kein Pardon,7.3,1378,97,,,Germany,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cern? Petr,7.3,1378,85,,,Czechoslovakia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Los viajes del viento,7.3,1372,,,,Colombia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blue Jasmine,7.3,137007,98,"$18,000,000","$97,505,481 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Barfly,7.3,13658,100,"$3,000,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
I Confess,7.3,13653,95,,,USA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Yeui-eomneun geotdeul,7.3,1365,,"$3,500,000",,South Korea,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La nuit de Varennes,7.3,1358,,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Big River Man,7.3,1358,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoku Zat?ichi monogatari,7.3,1355,72,,,Japan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubin and Ed,7.3,1352,,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shame,7.3,134848,101,"$6,500,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Flammen & Citronen,7.3,13455,130,,,Denmark,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Werner Herzog Eats His Shoe,7.3,1335,20,,,USA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Captain Abu Raed,7.3,1332,102,"$2,000,000",,Jordan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Full House,7.3,1330,117,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Darling,7.3,1327,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yaadon Ki Baaraat,7.3,1323,164,,,India,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
Kushi,7.3,1323,178,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
De gr?nne slagtere,7.3,13194,100,,,Denmark,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gamera 2: Region shurai,7.3,1316,99,,,Japan,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Angel,7.3,1316,91,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Se diu ying hung ji dung sing sai jau,7.3,1316,100,,,Hong Kong,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
You're Not You,7.3,13159,102,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Iron Horse,7.3,1312,150,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Life Aquatic with Steve Zissou,7.3,131195,119,"$50,000,000",,USA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Starbuck,7.3,13095,109,,,Canada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Saneamento B?sico, O Filme",7.3,1304,112,,,Brazil,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hashmatsa,7.3,1299,91,,,Israel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
To klama vgike ap' ton Paradeiso,7.3,1297,110,,,Greece,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Talented Mr. Ripley,7.3,129566,139,"$40,000,000","$128,798,265 (worldwide)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Love Parade,7.3,1295,107,"$650,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Tockovi,7.3,1294,,,,Federal Republic of Yugoslavia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Help!,7.3,12932,92,"$1,500,000",,UK,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pr?sum? coupable,7.3,1291,,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Violette Nozi?re,7.3,1285,124,,,France,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Defending Your Life,7.3,12846,112,,,USA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pack Up Your Troubles,7.3,1284,68,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gerzek Saban,7.3,1283,76,,,Turkey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Clayton,7.3,127888,119,"$25,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Erin Brockovich,7.3,127676,131,"$52,000,000","$256,271,286 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Susana,7.3,1265,,,,Mexico,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cidade dos Homens,7.3,12642,106,,,Brazil,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Big Snit,7.3,1264,10,,,Canada,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Last Resort,7.3,1259,73,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hollywood Canteen,7.3,1258,124,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,7.3,1258,97,"$1,000,000",,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Powwow Highway,7.3,1258,,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jump Tomorrow,7.3,1257,97,"$1,000,000",,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
