Index,Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
190,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.5,319386,95,"$1,800,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
191,Whiplash,8.5,314129,107,"$3,300,000 ","$48,982,041 (Worldwide) (1 June 2015)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192,Guide,8.5,3122,183,,,India,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
193,Rear Window,8.5,291748,112,"$1,000,000 ","$36,888,916 (worldwide)",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
194,Pyaasa,8.5,2880,146,,,India,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
195,Rush: Beyond the Lighted Stage,8.5,2862,107,,,Canada,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Matir moina,8.5,2792,,"$300,000 ",,Bangladesh,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,Waar,8.5,27004,130,,,Pakistan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
198,Ningen no j?ken,8.5,2676,181,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
199,O21,8.5,2478,124,,,Pakistan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
200,Das Leben der Anderen,8.5,239232,137,"$2,000,000 ","$77,356,819 (Worldwide) (1 February 2009)",Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
201,Bacheha-Ye aseman,8.5,23619,89,"$180,000 ",,Iran,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
202,Promises,8.5,2337,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Tamla Rose,8.5,2276,112,,,UK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
204,Nea Marin miliardar,8.5,2240,88,,,Romania,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Chavez: Inside the Coup,8.5,2033,74,,,Ireland,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Iruvar,8.5,2001,140,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,Masoom,8.5,1980,165,,,India,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
208,Kozijat rog,8.5,1813,,,,Bulgaria,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209,3 Idiots,8.5,179791,170,,"$80,000,000 (Worldwide) (7 March 2010)",India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,Presto,8.5,15917,5,,,USA,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
211,La meglio giovent?,8.5,15651,383,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
212,Mouna Ragam,8.5,1434,146,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
213,Nuovo Cinema Paradiso,8.5,138394,155,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,Zolotoy telyonok,8.5,1337,174,,,Soviet Union,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Mahanadi,8.5,1302,162,,,India,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,Sunset Blvd.,8.5,128961,110,"$1,752,000 ","$5,000,000 (Worldwide) (January 1960)",USA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
217,Sadma,8.5,1262,141,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
218,The Great Dictator,8.5,124041,125,"$2,000,000 ","$11,000,000 (worldwide) (1940)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
219,Hotaru no haka,8.5,122942,89,,,Japan,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
220,Brown of Harvard,8.5,1226,85,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
221,Aaranya Kaandam,8.5,1225,153,,,India,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222,Thillu Mullu,8.5,1205,136,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Thoovanathumbikal,8.5,1205,,,,India,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
224,Cel mai iubit dintre pam?nteni,8.5,1163,138,,,Romania,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225,Tko pjeva zlo ne misli,8.5,1118,,,,Yugoslavia,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
226,Paths of Glory,8.5,110651,88,"$935,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
227,Jawani Phir Nahi Ani,8.5,1095,,,,Pakistan,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228,Punjab 1984,8.5,1060,159,,,Canada,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
229,The Dark Knight Rises,8.5,1042739,164,"$250,000,000 ","$559,579,297 (Worldwide) (3 August 2012)",USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,Suna no onna,8.5,10379,147,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
231,Sansh? day?,8.4,9633,124,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,Khosla Ka Ghosla!,8.4,9472,,,,India,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
233,Paradise Lost: The Child Murders at Robin Hood Hills,8.4,9424,150,,,USA,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
234,Ivan Vasilevich menyaet professiyu,8.4,9190,93,,,Soviet Union,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
235,M,8.4,91726,117,,,Germany,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
236,Double Indemnity,8.4,90162,107,"$927,262 ",,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
237,Lion of the Desert,8.4,8982,173,"$35,000,000 ",,Libya,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
238,"Montevideo, Bog te video!",8.4,8726,140,,,Serbia,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
239,Ladri di biciclette,8.4,85917,93,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
240,The Salt of the Earth,8.4,8455,110,,,France,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Masumiyet,8.4,7978,110,,,Turkey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,Stop Making Sense,8.4,7807,88,"$1,200,000 ",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,American Beauty,8.4,763139,122,"$15,000,000 ","$356,296,601 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
244,Khuda Kay Liye,8.4,7471,168,,,Pakistan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
245,Macskafog?,8.4,6992,96,,,Hungary,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,J?i-uchi: Hairy? tsuma shimatsu,8.4,6960,128,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,The Union: The Business Behind Getting High,8.4,6922,,,,Canada,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Braveheart,8.4,680591,178,"$72,000,000 ","$210,409,945 (Worldwide) (31 May 2012)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
249,WALLÁPE,8.4,651471,98,"$180,000,000 ","$534,767,889 (Worldwide) (22 March 2009)",USA,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
250,Rang De Basanti,8.4,62984,157,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
251,Eternal Sunshine of the Spotless Mind,8.4,614353,108,"$20,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
252,Reservoir Dogs,8.4,605921,99,"$1,200,000 ",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
253,The Kid,8.4,59480,68,"$250,000 ",,USA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
254,Kad porastem bicu Kengur,8.4,5903,92,,,Serbia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Star Wars: Episode VI - Return of the Jedi,8.4,586280,134,"$32,500,000 ","$572,705,079 (Worldwide) (2015)",USA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
256,Witness for the Prosecution,8.4,56321,116,"$3,000,000 ","$9,000,000 (Worldwide) (January 1960)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
257,The Shining,8.4,557173,146,"$19,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
258,Mihai Viteazul,8.4,5365,203,,,Romania,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
259,Mrtav 'ladan,8.4,5354,90,,,Federal Republic of Yugoslavia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,Requiem for a Dream,8.4,531413,102,"$4,500,000 ","$7,364,000 (Worldwide) (2000)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
261,A Clockwork Orange,8.4,512349,136,"$2,200,000 ",,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
262,Shahid,8.4,4993,129,"$1,000,000 ",,India,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
263,Toy Story 3,8.4,494371,103,"$200,000,000 ","$1,063,171,911 (Worldwide) (1 November 2011)",USA,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
264,Le fabuleux destin d'Am?lie Poulain,8.4,493716,122,,"$173,921,954 (worldwide)",France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265,Taxi Driver,8.4,464197,113,"$1,300,000 ",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266,K?yden Indim Sehire,8.4,4560,77,,,Turkey,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,Aliens,8.4,453322,137,"$18,500,000 ","$131,060,248 (Worldwide)",USA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
268,The Times of Harvey Milk,8.4,4414,90,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Iron Maiden: Flight 666,8.4,4237,112,,,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Hearts and Minds,8.4,3957,112,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
271,The Wrong Trousers,8.4,38844,30,,,UK,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
272,Vuk,8.4,3866,79,,,Hungary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
273,Chak De! India,8.4,38464,,,,India,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
274,Foo Fighters: Back and Forth,8.4,3832,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Mughal-E-Azam,8.4,3680,197,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
276,Rabbit of Seville,8.4,3597,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
277,Eu N?o Quero Voltar Sozinho,8.4,3553,17,,,Brazil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
278,A Wednesday,8.4,35049,,,,India,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
279,Bhaag Milkha Bhaag,8.4,34956,186,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,Munna Bhai M.B.B.S.,8.4,34717,156,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
281,Queen,8.4,34145,146,,,India,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
282,12 stulev,8.4,3349,161,,,Soviet Union,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Birlesen G?n?ller,8.4,3309,126,"$10,000,000 ",,Turkey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
284,Mis,8.4,3289,111,,,Poland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Oldeuboi,8.4,325474,120,"$3,000,000 ","$14,980,005 (Worldwide) (8 December 2005)",South Korea,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
286,Mimino,8.4,3233,91,,,Soviet Union,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,The Last Lions,8.4,3056,88,,,USA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
288,Soodhu Kavvum,8.4,3038,135,,"INR 390,000,000 (Worldwide) (14 June 2013)",India,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289,The Other Dream Team,8.4,3008,89,"$500,000 ",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Hadaka no shima,8.4,2997,94,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
291,Pel?sky,8.4,2875,115,,,Czech Republic,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
292,Ashes and Snow,8.4,2861,,,,USA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
293,Rabbit Seasoning,8.4,2816,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
294,Citizen Kane,8.4,278175,119,"$686,033 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
295,Ugramm,8.4,2669,132,,,India,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
296,U2 3D,8.4,2649,85,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Le chagrin et la piti?,8.4,2620,251,,,France,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
298,Monanieba,8.4,2545,153,,,Soviet Union,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,Sunrise: A Song of Two Humans,8.4,25295,94,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
300,Rabbit Fire,8.4,2470,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
301,The Look of Silence,8.4,2452,103,,,Denmark,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Paperman,8.4,23952,,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
303,La passion de Jeanne d'Arc,8.4,23498,82,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
304,Angoor,8.4,2332,,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,The Culture High,8.4,2311,120,,,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306,La grande guerra,8.4,2286,137,,,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
307,Vertigo,8.4,227952,128,"$2,479,000 ","$25,000,000 (Worldwide) (January 1998)",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
308,Andrey Rublyov,8.4,22009,205,,,Soviet Union,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,Vinni-Pukh,8.4,2095,11,,,Soviet Union,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
310,North by Northwest,8.4,205668,136,"$3,101,000 ","$22,213,000 (worldwide)",USA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
311,Once Upon a Time in America,8.4,203262,251,"$30,000,000 ",,Italy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312,Mononoke-hime,8.4,201541,134,,"$159,375,308 (worldwide) (29 November 2013)",Japan,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,To Kill a Mockingbird,8.4,196877,129,"$2,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,La jet?e,8.4,19631,28,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
315,Inside Out,8.4,196144,94,"$175,000,000 ","$552,744,913 (Worldwide) (28 July 2015)",USA,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
316,Samsara,8.4,19533,102,"$4,000,000 ",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317,American Zeitgeist,8.4,1898,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Lawrence of Arabia,8.4,177415,216,"$15,000,000 ","$77,324,144 (worldwide)",UK,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
319,The Blue Elephant,8.4,17441,170,"$3,500,000 ",,Egypt,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
320,Tossing a Nigger in a Blanket,8.4,1744,,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
321,Vincent,8.4,17249,6,,,USA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
322,Gamlet,8.4,1724,140,,,Soviet Union,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
323,Tengoku to jigoku,8.4,16962,,,,Japan,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
324,Povodyr,8.4,1649,122,"$2,000,000 ",,Ukraine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
325,Jos? e Pilar,8.4,1644,117,,,Portugal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Mandariinid,8.4,16107,87,,,Estonia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
327,Das Boot,8.4,156582,209,"$14,000,000 ","$84,970,337 (worldwide) (9 November 2013)",West Germany,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
328,My Flesh and Blood,8.4,1564,83,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Nacionalna klasa,8.4,1562,105,,,Yugoslavia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
330,Michael Madana Kamarajan,8.4,1523,162,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Occupation 101,8.4,1490,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Zhil-byl pyos,8.4,1460,10,,,Soviet Union,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
333,Chelovek s kino-apparatom,8.4,14072,68,,,Soviet Union,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Jodaeiye Nader az Simin,8.4,139781,123,"$500,000 ","$24,426,169 (worldwide)",Iran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335,Singin' in the Rain,8.4,138196,103,"$2,540,800 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
336,Les enfants du paradis,8.4,13739,,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
337,Drushyam,8.4,1365,150,,,India,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
338,First Time Loser,8.4,1342,90,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,Macario,8.4,1342,91,,,Mexico,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
340,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,8.4,1330,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Devasuram,8.4,1325,187,,,India,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
342,Rape Story,8.4,1296,,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,The Right Way,8.4,1261,77,,"$1,500,000 (Worldwide)",Canada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,Ostrov sokrovishch,8.4,1179,76,,,Soviet Union,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
345,Chithram,8.4,1097,159,,,India,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
346,"Marecku, podejte mi pero!",8.4,1079,91,,,Czechoslovakia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Two Down,8.4,1056,88,,,UK,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
348,Kanikuly v Prostokvashino,8.4,1007,18,,,Soviet Union,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
349,Fl?klypa Grand Prix,8.3,9979,88,,,Norway,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,Rash?mon,8.3,94303,88,,,Japan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,On the Waterfront,8.3,92796,108,"$910,000 ",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,The Heiress,8.3,9033,115,"$2,600,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
353,Batman Begins,8.3,891081,140,"$150,000,000 ","$374,218,673 (Worldwide) (19 July 2012)",USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Banshun,8.3,8222,108,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355,Inglourious Basterds,8.3,796746,153,"$75,000,000 ","$321,455,689 (Worldwide) (17 December 2009)",USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
356,All About Eve,8.3,77068,138,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
357,Divorzio all'italiana,8.3,7700,105,,,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
358,"What's Opera, Doc?",8.3,7602,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
359,The Treasure of the Sierra Madre,8.3,73552,126,"$3,000,000 ",,USA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
360,Mr. Smith Goes to Washington,8.3,71993,129,"$1,500,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
361,Ran,8.3,71798,162,"$11,500,000 ",,Japan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
362,No End in Sight,8.3,7121,102,"$2,000,000 ",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
363,The Cameraman,8.3,7084,69,,,USA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
364,PK,8.3,70557,153,,"$68,000,000 (Worldwide) (29 December 2014)",India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
365,Y?jinb?,8.3,68176,110,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
366,Manjhi: The Mountain Man,8.3,6704,,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
367,Bol,8.3,6703,165,,,Pakistan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
368,Pearl Jam Twenty,8.3,6410,109,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Kiwi!,8.3,6251,,,,USA,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
370,The Art of Flight,8.3,6217,80,"$2,000,000 ",,USA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
371,The Gold Rush,8.3,61635,95,"$923,000 ",,USA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
372,Up,8.3,598426,96,"$175,000,000 ","$731,342,744 (Worldwide) (25 November 2011)",USA,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,Smultronst?llet,8.3,58278,91,,,Sweden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
374,Toy Story,8.3,563897,81,"$30,000,000 ","$361,958,736 (Worldwide) (5 September 2004)",USA,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
375,Snatch.,8.3,557908,104,,,UK,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Good Will Hunting,8.3,552928,126,"$10,000,000 ","$225,933,435 (worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,Shoah,8.3,5290,566,,,France,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
378,Inside Job,8.3,51420,105,,"$7,871,522 (worldwide)",USA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
379,"Swades: We, the People",8.3,51255,195,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
380,Scarface,8.3,495614,170,"$25,000,000 ","$65,884,703 (Worldwide)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
381,Virunga,8.3,4885,100,,,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
